address_name,category_group_code,category_group_name,category_name,id,phone,place_name,road_address_name,x,y,rating,review_count,blog_count,hourly_visit,img_url
서울 마포구 서교동 358-15,FD6,음식점,"음식점 > 양식 > 멕시칸,브라질",899602257,02-323-4440,이빠네마그릴 홍대점,서울 마포구 홍익로 7,126.92349707035542,37.553241344916096,3.6,148,712,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 37.8, 53.3, 47.5, 41.7, 47.2, 41.1, 43.3, 48.9, 43.9, 28.3, 25.0, 18.9, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F95c3094fefa1a9e7e771e16964642e85514504d5%3Foriginal
서울 마포구 서교동 358-121,FD6,음식점,"음식점 > 양식 > 멕시칸,브라질",892514586,02-337-8883,감성타코 홍대점,서울 마포구 와우산로21길 20-11,126.922723389993,37.5528516100497,4.1,60,173,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 36.1, 50.0, 47.2, 34.4, 25.0, 31.7, 36.1, 50.6, 38.9, 27.2, 22.8, 17.8, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCA22830C88F64328A27F26666E2A3BBF
서울 마포구 서교동 400-22,FD6,음식점,음식점 > 양식,22303849,010-3460-9899,빠넬로,서울 마포구 어울마당로5길 29,126.918992543092,37.5493928807745,4.0,128,312,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 42.8, 44.4, 32.8, 22.8, 17.2, 45.0, 43.9, 35.6, 26.7, 20.6, 17.2, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F5F198935785B42F8835F75F3B9E3B487
서울 마포구 서교동 354-2,FD6,음식점,음식점 > 양식 > 피자,768187503,02-336-1924,로쏘1924나폴리화덕피자 홍대점,서울 마포구 홍익로 29,126.9217076425004,37.55452409362709,3.9,205,513,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 39.4, 38.3, 43.3, 40.6, 30.6, 40.0, 43.3, 43.9, 39.4, 34.4, 31.1, 18.9, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F63a26cfc2c490c7d151bdb989f743c7239b497b6%3Foriginal
서울 마포구 상수동 317-2,FD6,음식점,음식점 > 양식 > 햄버거,1737612851,02-336-3034,테이스티버거,서울 마포구 독막로 67-11,126.92070482118596,37.54822634908483,3.5,145,269,"[16.1, 16.1, 16.1, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.8, 68.3, 50.0, 38.3, 42.8, 34.4, 27.2, 27.2, 40.0, 27.2, 22.8, 22.2, 17.2, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_735591023
서울 마포구 서교동 342-16,FD6,음식점,음식점 > 양식,27272711,02-6406-5640,비스트로주라 홍대점,서울 마포구 와우산로23길 18-7,126.92463702931563,37.55403045101288,4.4,256,88,"[16.7, 16.7, 16.1, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 57.2, 51.7, 40.6, 32.8, 33.3, 32.2, 33.3, 40.6, 32.2, 25.6, 18.3, 16.7, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6eed192bf943afc59bb334e2da40cbf94526d0e5%3Foriginal
서울 마포구 서교동 358-51,FD6,음식점,음식점 > 양식 > 이탈리안,1736742094,,마녀주방 홍대점,서울 마포구 와우산로21길 36-10,126.922107756343,37.5528439975489,4.1,94,145,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 41.7, 43.3, 35.0, 28.9, 27.2, 27.2, 38.9, 32.2, 27.2, 24.4, 20.0, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5f12fd8d48a8ecc12967b43bb9a1a5800aa2f1b4%3Foriginal
서울 마포구 서교동 411-6,FD6,음식점,음식점 > 양식,13113825,,윤씨밀방,서울 마포구 와우산로15길 15,126.92238268158,37.5496438334348,4.0,80,1345,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 51.7, 51.7, 35.6, 29.4, 18.9, 16.7, 43.9, 42.8, 42.2, 29.4, 21.1, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F17502687ae5cc5a67623d03dddf963999e7532bd%3Foriginal
서울 마포구 서교동 408-25,FD6,음식점,음식점 > 양식,833037714,070-4799-0368,비스트로사랑방,서울 마포구 와우산로15길 40,126.921174752938,37.5490087303967,3.9,184,159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F61b57f83ed0c82400bdd9e30b045584db16cf7b8%3Foriginal
서울 마포구 상수동 304-1,FD6,음식점,음식점 > 양식,10146452,02-336-1745,괴르츠,서울 마포구 토정로 136-13,126.925841188973,37.5448743670599,3.3,66,341,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 33.3, 37.8, 27.2, 21.7, 17.2, 16.7, 39.4, 30.6, 35.6, 24.4, 22.8, 20.6, 18.3]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4dc0e9567c484c2484df8fe0cdd8f96fee96c66c%3Foriginal
서울 마포구 합정동 413-2,FD6,음식점,음식점 > 양식 > 이탈리안,16050660,02-326-2323,스파카나폴리,서울 마포구 양화로6길 28,126.915602703838,37.5488967594368,4.3,300,532,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 71.7, 62.2, 45.6, 28.9, 18.3, 16.7, 53.9, 55.6, 42.8, 31.7, 22.2, 17.2, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F622858C9C48948C0946D4316BECFF1B8
서울 마포구 상수동 356-6,FD6,음식점,음식점 > 양식,8368414,02-334-1919,서강팔경,서울 마포구 토정로 128,126.925356803957,37.5449461417886,3.4,37,181,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 50.0, 39.4, 39.4, 20.6, 16.7, 62.2, 52.2, 47.8, 31.1, 26.7, 23.9, 22.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9754736ED1E246EB9ABAEBD5C2A0A2B0
서울 마포구 서교동 394-17,FD6,음식점,음식점 > 양식,196078294,0503-7153-4740,스케줄 합정,서울 마포구 양화로6길 33,126.91607773123069,37.54912775359183,3.2,98,2388,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 50.0, 52.5, 55.0, 36.7, 36.1, 35.0, 52.2, 51.7, 43.9, 32.8, 25.0, 17.8, 18.9]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F98D5176A624A4D4CBE0240B3C103CB0D
서울 마포구 서교동 344-6,FD6,음식점,음식점 > 양식 > 햄버거,488474938,02-6448-1960,식스티즈,서울 마포구 와우산로23길 9,126.92435128015114,37.55346263973659,3.6,27,661,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 63.3, 63.3, 55.0, 45.0, 27.8, 18.3, 47.2, 46.7, 31.7, 26.7, 28.9, 18.3, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F333EA792A9A74F4BBE3FA53B82A617AE
서울 마포구 상수동 86-10,FD6,음식점,음식점 > 양식,916565237,010-6806-2025,가든포에트,서울 마포구 와우산로14길 12,126.923740100916,37.5501889208756,3.8,243,1305,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 55.0, 50.0, 38.9, 33.9, 46.1, 49.4, 55.0, 46.1, 39.4, 35.0, 28.9, 31.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FE992CEB8486D4E0E8901FDB11E115730
서울 마포구 서교동 400-13,FD6,음식점,음식점 > 양식 > 피자,977993220,070-8822-5877,피자네버슬립스 합정상수점,서울 마포구 양화로6길 73,126.91831895917666,37.54859142916518,4.3,150,607,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F23BC2643A7334A96B0B770F6159C862C
서울 마포구 상수동 94-6,FD6,음식점,음식점 > 양식 > 이탈리안,1680075315,010-5577-6432,플레이트946,서울 마포구 독막로19길 20-6,126.925099693068,37.548582410034,3.1,73,371,"[16.7, 16.7, 16.1, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 54.4, 50.25, 46.1, 34.4, 34.4, 48.3, 55.0, 53.3, 42.2, 32.2, 27.2, 18.9, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4a88b6c7f714a4339fb596e0cc3c47b72038a951%3Foriginal
서울 마포구 서교동 355-5,FD6,음식점,음식점 > 양식 > 이탈리안,1217230294,02-3144-0808,홍대인파스타,서울 마포구 홍익로5안길 32,126.92111119017,37.55348484634,4.7,41,115,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBB6C280611E443899F0B02AAE651CD14
서울 마포구 상수동 328-4,FD6,음식점,음식점 > 양식 > 피자,43723039,02-324-3284,브렛피자,서울 마포구 와우산로 29-8,126.922484643714,37.5473481562501,3.8,147,116,"[16.7, 16.7, 16.1, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 47.2, 50.6, 40.0, 31.7, 28.9, 31.7, 38.3, 46.1, 47.8, 32.2, 17.8, 16.7, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fedee44453c03ef9c2d354aca803c08b33a50322f%3Foriginal
서울 마포구 상수동 146-6,FD6,음식점,"음식점 > 양식 > 멕시칸,브라질",20885402,02-338-8226,구스토타코,서울 마포구 와우산로 41,126.9228006657,37.5481520540427,4.5,93,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5C0CA4729FCD44D0891D77A3B26F489B
서울 마포구 서교동 363-1,FD6,음식점,음식점 > 양식 > 피자,18754656,,몬스터피자 본점,서울 마포구 와우산로 73,126.923005933353,37.5510209667501,3.9,37,0,"[67.2, 50.0, 50.0, 36.7, 34.4, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 16.7, 38.9, 42.2, 38.9, 40.6, 36.1, 38.3, 37.8]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4e3dbec54c1ef8a7bf8b2d192f988c87f71ac316%3Foriginal
서울 마포구 서교동 395-78,FD6,음식점,음식점 > 양식 > 피자,24324645,02-322-4636,오리지널시카고피자 홍대본점,서울 마포구 독막로7길 51,126.919770362634,37.5500925865034,4.4,125,191,"[16.1, 16.1, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 66.7, 58.3, 68.9, 48.3, 38.3, 29.4, 47.2, 38.9, 40.0, 33.3, 20.0, 16.1, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F61801e65bdc665ebd609e6fffae86824ca08a35c%3Foriginal
서울 마포구 서교동 358-91,FD6,음식점,음식점 > 양식 > 햄버거,706185496,070-4234-3700,스페이스원,서울 마포구 와우산로21길 20-10,126.922986049462,37.5527481669085,3.4,87,162,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F13d45133373e53020bf6ccb6dd20ce1a0bb680b0%3Foriginal
서울 마포구 상수동 315-5,FD6,음식점,음식점 > 양식 > 피자,225898466,,올유캔잇 본점,서울 마포구 독막로 73-1,126.921643175549,37.5479990228561,3.4,43,417,"[16.1, 16.1, 16.1, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 36.1, 51.1, 51.7, 49.4, 29.4, 46.7, 33.3, 45.0, 40.6, 28.3, 27.2, 18.3, 16.1]",https://t1.daumcdn.net/localimg/2025_place/seasonal/icon_choonsik_magic.png
서울 마포구 서교동 399-24,FD6,음식점,음식점 > 양식 > 이탈리안,18960396,02-325-0485,키친485,서울 마포구 양화로6길 67,126.9180008451565,37.54870653649067,3.6,72,830,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 38.3, 38.3, 33.3, 30.0, 23.3, 38.3, 41.7, 47.2, 37.2, 34.4, 28.3, 18.9, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fccb17dc771f3b501c376cf0fa07ec68959926fb6%3Foriginal
서울 마포구 서교동 345-1,FD6,음식점,음식점 > 양식,1646360857,02-336-4978,비츠비츠 홍대점,서울 마포구 어울마당로 120,126.92353578999126,37.55521996077737,4.4,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTEyMTRfMTI2%2FMDAxNzY1NzIyMjg4MTA4.L-_0H7SCCiJc1oYswvUExooKWfAEmXPpPjJoG3Sj6QUg.nLX48EyO-cP3qmwHknIMHR9pKZNItBC7CK0MnS6W0Acg.JPEG%2F%25ED%2599%258D%25EB%258C%2580%25EC%259E%2585%25EA%25B5%25AC%25EC%2597%25AD%25EA%25B7%259C%25EC%25B9%25B4%25EC%25B8%25A0%2C%25EB%25B9%2584%25EC%25B8%25A0%25EB%25B9%2584%25EC%25B8%25A0_(3).jpg%3Ftype%3Dw466
서울 마포구 상수동 313-1,FD6,음식점,음식점 > 양식 > 이탈리안,27468317,02-6397-8780,수지앤파스타,서울 마포구 독막로15길 3-18,126.921288265113,37.5486772386944,4.1,56,2181,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff6bf9ed79ed247be8fdfd6651f24a0884386365d%3Foriginal
서울 마포구 서교동 486,FD6,음식점,"음식점 > 양식 > 스테이크,립",22484613,02-322-8575,파스치노팬스테이크,서울 마포구 홍익로 10,126.92368893556716,37.55375503778284,3.9,0,0,"[16.1, 16.1, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 32.8, 33.9, 48.3, 38.3, 52.2, 68.3, 48.9, 41.1, 27.8, 17.8, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FcsW336%2FbtsLaYpc1My%2FIzl0lKbPXU7WldWdI0uza0%2Fimg.jpg
서울 마포구 서교동 332-33,FD6,음식점,음식점 > 양식 > 피자,805500797,02-336-0801,더피자보이즈 서교,서울 마포구 와우산로29마길 24-1,126.92605607788644,37.55529544781166,4.0,145,353,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 47.2, 45.0, 64.4, 40.6, 28.3, 28.3, 41.1, 47.2, 36.1, 23.9, 24.4, 18.9, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC68690418E3A4E6483FACB97364FC665
서울 마포구 서교동 394-65,FD6,음식점,음식점 > 양식 > 피자,26820977,02-324-8588,팔로피자,서울 마포구 양화로6길 9-20,126.91566948118248,37.549891509283455,4.1,30,116,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2e24e5ce5d37b37a5eeba65b1fcf416fb42b378e%3Foriginal
서울 마포구 상수동 314-3,FD6,음식점,음식점 > 양식 > 이탈리안,25589312,02-749-9996,츄리츄리,서울 마포구 독막로15길 3-13,126.92131567806,37.5484357893723,4.7,29,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9151d69e6d784950aee725682b6688e70b7ccee3%3Foriginal
서울 마포구 서교동 407-18,FD6,음식점,음식점 > 양식 > 햄버거,1272688364,,스니커즈버거클럽,서울 마포구 와우산로17길 24,126.921656610742,37.5502992806605,3.8,36,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5395dcbdf1a79298087c1585ce1d95082d230297%3Foriginal
서울 마포구 서교동 398-5,FD6,음식점,음식점 > 양식 > 이탈리안,24407179,0503-7153-1621,로로11,서울 마포구 어울마당로5길 42,126.91845333429828,37.54989526667136,4.4,0,0,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 55.0, 48.9, 63.3, 36.7, 18.9, 41.1, 52.2, 56.1, 41.7, 30.6, 26.7, 18.3, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD9418EE1DFFA4FA48EF19DF1CD85B89A
서울 마포구 합정동 366-7,FD6,음식점,"음식점 > 양식 > 멕시칸,브라질",2010386564,02-336-3666,멕시코식당,서울 마포구 독막로2길 23,126.91460853573489,37.54743282310727,4.3,67,159,"[16.1, 16.1, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 16.7, 48.9, 62.2, 41.7, 25.0, 25.0, 36.7, 29.4, 37.8, 23.9, 17.8, 16.1, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2670BE485518989036
서울 마포구 서교동 409-9,FD6,음식점,음식점 > 양식,358106105,,핌피홍대,서울 마포구 와우산로15길 24,126.921835127337,37.5494885005199,4.4,66,302,"[16.1, 16.1, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 32.8, 33.9, 59.4, 53.9, 39.4, 26.1, 31.1, 38.9, 38.9, 25.6, 20.6, 17.2, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8f1e054697989a20681e4c4f9b6c2bad4b2b8d63%3Foriginal
서울 마포구 합정동 411-16,FD6,음식점,음식점 > 양식 > 피자,17950425,02-333-2282,홍대화덕피자,서울 마포구 독막로7길 5,126.918468749292,37.5482104103333,3.6,20,61,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 23.9, 22.8, 29.4, 31.7, 17.8, 59.4, 43.3, 34.4, 19.4, 16.7, 16.7, 52.2, 40.0, 26.1, 29.4, 20.6, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA3C50096CB8B4834B2EE0F6A414BE4B8
서울 마포구 서교동 354-5,FD6,음식점,음식점 > 양식,639468756,02-330-7800,라이즈호텔 차르,서울 마포구 양화로 130,126.92119857312213,37.55433004049531,4.4,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTEyMTZfNzcg%2FMDAxNzY1ODg5MzIyNjIw.e4BfHqPfLKWUoc8Au65KvBxzx8ZiE2GNCQIJBvXJfncg.aVTQforM2aZR89HH-v_hXY1jP5lHihTxADZMfloIyvgg.JPEG%2FIMG%25EF%25BC%25BF9612.jpg%3Ftype%3Dw773
서울 마포구 합정동 412-27,FD6,음식점,음식점 > 양식 > 이탈리안,27585975,02-3144-6887,비볼리 합정점,서울 마포구 독막로 31-3,126.916911288026,37.5485228721489,3.8,46,242,"[16.7, 16.7, 16.7, 16.7, 16.7, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 63.3, 41.1, 27.8, 17.8, 16.7, 53.9, 57.8, 45.0, 31.1, 25.0, 17.8, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff4154487c4a0d565152a6ae39c0d4514e5eac829%3Foriginal
서울 마포구 서교동 332-1,FD6,음식점,음식점 > 양식,552375315,070-7543-3307,어리,서울 마포구 와우산로29길 69,126.926454758759,37.5561300204255,4.4,97,485,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 16.7, 17.2, 17.2, 17.2, 17.2, 30.0, 50.6, 36.1, 25.6, 17.8, 16.7, 36.7, 41.1, 25.6, 19.4, 19.4, 16.7, 16.7]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F60FB7518BDF54DCEB70E2440C7536D26
서울 마포구 서교동 354-10,FD6,음식점,음식점 > 양식 > 이탈리안,1114478955,02-3141-8860,알페로,서울 마포구 홍익로5길 32,126.920571051407,37.5537827144613,4.5,55,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FCC437CCAC4304B148D3B6233D36855E2
서울 마포구 서교동 334-18,FD6,음식점,음식점 > 양식 > 이탈리안,475964938,02-3144-1882,이플로네의하루,서울 마포구 와우산로29라길 21,126.92689060150528,37.55484727073469,4.5,68,113,"[16.7, 16.7, 16.7, 16.7, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.1, 16.1, 16.1, 37.8, 36.1, 57.2, 46.1, 31.1, 30.0, 24.4, 16.1]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F09f06f51999282be1aad49f1774c794a635e392a%3Foriginal
서울 마포구 창전동 2-31,FD6,음식점,음식점 > 양식,27436307,010-8454-4540,조용한저녁,서울 마포구 서강로11길 18,126.9326781867499,37.553647880604494,3.6,20,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F84463778db3175fe4005484d9cdd7d4fd9284d50%3Foriginal
서울 마포구 서교동 358-103,FD6,음식점,음식점 > 양식 > 햄버거,1545381630,010-8342-4802,풀리너마이트 홍대,서울 마포구 홍익로 13-4,126.922987361611,37.5536725914828,3.9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNTEyMTVfMjYg%2FMDAxNzY1Nzg1MjgwNzE2.dRf-soeYALhQ-vi6vXPVf_IRJGyb4rIpIo942fM3CqUg.dakskcpnQVgHPh2OsuBqugtAXVwbGzcJjUXq6mX4kG0g.JPEG%2F3232.jpg%3Ftype%3Dw966
서울 마포구 서교동 358-91,FD6,음식점,음식점 > 양식,247951592,0503-7151-3167,두근두근메이드카페,서울 마포구 와우산로21길 20-10,126.922974732545,37.5527481595202,3.3,45,0,"[36.7, 33.3, 22.2, 20.0, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 17.2, 16.7, 16.7, 16.7, 16.7, 16.7, 23.9, 28.9, 27.8, 32.2, 30.6, 29.4, 23.3]",https://img1.kakaocdn.net/cthumb/local/C544x408.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F851df7fba8a16bb149fdb9849fab6a5e315c728d%3Foriginal
